"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","@ardifinta Hai, Kak Ardi. Apakah ada yang bisa mimin bantu terkait produk dan layanan Telkomsel? :) -Okta",FALSE,0,"ardifinta",2019-10-19 14:39:22,FALSE,"1185560808920535040","1185566112924061696","1185559746884984834","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"2","@ridwane03 Hai, Kak Ridwane. Mohon maaf terkait keluhan paket mahal, boleh infoin nomor yang digunakan terlebih dah… https://t.co/enzC8TTM7E",FALSE,0,"ridwane03",2019-10-19 14:39:22,TRUE,"1185558430611693568","1185566111284092928","957421617528762368","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"3","RT @ArditErwandha: bang @Telkomsel kalau lagi ada masalah cerita aja bang ke kita-kita, jangan ngambek gini jaringannya, ingat kunci keberh…",FALSE,0,NA,2019-10-19 14:39:09,FALSE,NA,"1185566055839612928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","radikarani_",82,TRUE,FALSE,NA,NA
"4","RT @ArditErwandha: bang @Telkomsel kalau lagi ada masalah cerita aja bang ke kita-kita, jangan ngambek gini jaringannya, ingat kunci keberh…",FALSE,0,NA,2019-10-19 14:39:08,FALSE,NA,"1185566052396068871",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JusKangkung",82,TRUE,FALSE,NA,NA
"5","Jaringan telkomsel gue kenapa ni -_-",FALSE,0,NA,2019-10-19 14:38:51,FALSE,NA,"1185565982019870720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bayuan36",0,FALSE,FALSE,NA,NA
"6","@sofieedewi @Telkomsel Mungkin paketannya kurang murah mbak",FALSE,0,"sofieedewi",2019-10-19 14:38:48,FALSE,"1185565853225553921","1185565969759887360","192080885","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","qoqo87",0,FALSE,FALSE,NA,NA
"7","Ini telkomsel lagi gangguan apa gimana sih 😭😭😭
Sinyalnya tolongggggggg :(",FALSE,0,NA,2019-10-19 14:38:44,FALSE,NA,"1185565952034820096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ainqprincess",0,FALSE,FALSE,NA,NA
"8","@I_Underline Waktu kejadian,
5. Capture speed test melalui aplikasi ookla. Makasih :) -Nugi https://t.co/TQOtR8EsXb  (2/2)",FALSE,0,"I_Underline",2019-10-19 14:38:41,FALSE,"1185560869775691776","1185565940647219200","1185560202977792001","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"9","@I_Underline Hai, Kak Ihlas. Mohon maaf jadi gak nyaman. Mengenai kendala akses internet lambat, silakan infokan da… https://t.co/6ciNXUBSk4",FALSE,0,"I_Underline",2019-10-19 14:38:41,TRUE,"1185560869775691776","1185565939112140800","1185560202977792001","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"10","@Misbach0104 @ArditErwandha @Telkomsel Motornya beat ga?",FALSE,0,"Misbach0104",2019-10-19 14:38:40,FALSE,"1185562828234559490","1185565937426034688","1061800716052791296","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","denstermaid",0,FALSE,FALSE,NA,NA
"11","@iputy__ @ArditErwandha @Telkomsel Motornya beat ga?",FALSE,0,"iputy__",2019-10-19 14:38:34,FALSE,"1185562766662238214","1185565912235032576","1469698220","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","denstermaid",0,FALSE,FALSE,NA,NA
"12","aku pakai youtube lancar jaya, giliran akses IG, Webtoon, kompas, dll kok malah loading lama ya? Mohon pencerahannya min @Telkomsel",FALSE,0,NA,2019-10-19 14:38:34,FALSE,NA,"1185565911865937921",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SintyaGarnish",0,FALSE,FALSE,NA,NA
"13","Lelet nya lumayan lumanyun juga @Telkomsel",FALSE,0,NA,2019-10-19 14:38:24,FALSE,NA,"1185565866936549376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SegoTiwuL",0,FALSE,FALSE,NA,NA
"14","@Telkomsel ko ngga ada tanggapan ya? Saya sudah komplain dari kemarin tp tidak ada respon. Tolong yaaa simpati knp… https://t.co/AJVBiOQ3Ot",FALSE,0,"Telkomsel",2019-10-19 14:38:20,TRUE,NA,"1185565853225553921","255409050","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sofieedewi",0,FALSE,FALSE,NA,NA
"15","RT @ArditErwandha: bang @Telkomsel kalau lagi ada masalah cerita aja bang ke kita-kita, jangan ngambek gini jaringannya, ingat kunci keberh…",FALSE,0,NA,2019-10-19 14:38:06,FALSE,NA,"1185565794337312770",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","denstermaid",82,TRUE,FALSE,NA,NA
"16","@carlosdy_c ceku00a0https://www.telkomsel.com/omg. Makasih :) -Okta (2/2)",FALSE,0,"carlosdy_c",2019-10-19 14:38:06,FALSE,"1185560156714627073","1185565793389383680","1158702229664124928","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"17","@carlosdy_c Hai, Kak Carlos. Kuota OMG adalah varian terbaru dari paket Internet Telkomsel yang dapat digunakan unt… https://t.co/Q96WJADyHC",FALSE,0,"carlosdy_c",2019-10-19 14:38:06,TRUE,"1185560156714627073","1185565791900467200","1158702229664124928","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"18","RT @ArditErwandha: bang @Telkomsel kalau lagi ada masalah cerita aja bang ke kita-kita, jangan ngambek gini jaringannya, ingat kunci keberh…",FALSE,0,NA,2019-10-19 14:38:00,FALSE,NA,"1185565769947471873",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cokiiandika",82,TRUE,FALSE,NA,NA
"19","Telkomsel gangguan gak sih?",FALSE,0,NA,2019-10-19 14:37:58,FALSE,NA,"1185565759818199044",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cindxrcella",0,FALSE,FALSE,NA,NA
"20","RT @ArditErwandha: bang @Telkomsel kalau lagi ada masalah cerita aja bang ke kita-kita, jangan ngambek gini jaringannya, ingat kunci keberh…",FALSE,0,NA,2019-10-19 14:37:57,FALSE,NA,"1185565755678441472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tatikhariyantii",82,TRUE,FALSE,NA,NA
"21","Sial betul emang jaringan ini!! Ga bsa d harapkan lg https://t.co/XthUYjfVXE",FALSE,0,NA,2019-10-19 14:37:35,FALSE,NA,"1185565664796237825",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Bey_ID",0,FALSE,FALSE,NA,NA
"22","ini telkomsel gangguan ato gmn sih",FALSE,0,NA,2019-10-19 14:37:34,FALSE,NA,"1185565658626453504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ferdyhm15",0,FALSE,FALSE,NA,NA
"23","@Telkomsel dan TERJADI LAGIIIII",FALSE,0,"Telkomsel",2019-10-19 14:37:34,FALSE,NA,"1185565658550956032","255409050","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TKepot",0,FALSE,FALSE,NA,NA
"24","@AmrFirmansyah 4G),
5. Jumlah bar/titik sinyal yang didapatkan,
6. Keluhan berada di dalam atau di luar gedung/ruan… https://t.co/yK4xjlLU1R",FALSE,0,"AmrFirmansyah",2019-10-19 14:37:28,TRUE,"1185559901373812736","1185565635788431360","1185557753277734913","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"25","@AmrFirmansyah Hai, Kak Firmansyah. Maaf jadi ga nyaman Kak. Perihal keluhan jaringan, infokan data berikut via DM… https://t.co/7JQlZC3uXU",FALSE,0,"AmrFirmansyah",2019-10-19 14:37:28,TRUE,"1185559901373812736","1185565634274287616","1185557753277734913","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"26","@ArditErwandha @Telkomsel @IndosatCare temenlu kenape?",FALSE,0,"ArditErwandha",2019-10-19 14:37:26,FALSE,"1185562430748778496","1185565624505749504","51604405","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_diajengp",0,FALSE,FALSE,NA,NA
"27","@sadguuuuurrl Baik, Kak. Mohon bersedia menunggu interaksi mimin melalui DM ya. Makasih :) -Nugi",FALSE,0,"sadguuuuurrl",2019-10-19 14:37:25,FALSE,"1185560723306340353","1185565619506180096","313157921","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"28","@sltnwlia @Telkomsel Gabisa ton away Bali orang musim depan jg kita ke liga 2 🙈",FALSE,0,"sltnwlia",2019-10-19 14:37:18,FALSE,"1185549786692239360","1185565592062873601","430467625","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RandiTany__",0,FALSE,FALSE,NA,NA
"29","@Telkomsel @apaansihsenja Kenapa @Telkomsel mahal amat. Ga bisa nego apa??.

Oh iya, telkomsel tidak mahal, hanya saya yang misqin 🙂",FALSE,0,"Telkomsel",2019-10-19 14:37:17,FALSE,"1185544850411683840","1185565585989439488","255409050","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cuzimnotmartabk",0,FALSE,FALSE,NA,NA
"30","@arelnandito24 Baik, Kak Arel. Mohon bersedia menunggu interaksi mimin melalui DM ya. Makasih :) -Nugi",FALSE,0,"arelnandito24",2019-10-19 14:36:59,FALSE,"1185560596931993602","1185565510823366656","1330724756","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"31","Terkutuklah @Telkomsel dan segala kelemotan jaringannya malam ini.. 😠😠",FALSE,0,NA,2019-10-19 14:36:58,FALSE,NA,"1185565508592029696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","septiandaputri",0,FALSE,FALSE,NA,NA
"32","Kok agak nyesel ya langganan pake @Telkomsel makin lama makin lambat 😭",FALSE,0,NA,2019-10-19 14:36:56,FALSE,NA,"1185565500752838656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dwianggarasp",0,FALSE,FALSE,NA,NA
"33","@Telkomsel Maaf pertanyaan saya kurang lengkap. Saya ulang. Nomor lama bisa berlangganan kick gold 100rb?",FALSE,0,"Telkomsel",2019-10-19 14:36:53,FALSE,"1185557649678422016","1185565487930826752","255409050","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rubinsusetya",0,FALSE,FALSE,NA,NA
"34","@abdulazizkhair @Telkomsel 4g+ tapi tetep lelet min😂",FALSE,0,"abdulazizkhair",2019-10-19 14:36:52,FALSE,"1185513598438666240","1185565484348923905","536331779","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ardianamey",0,FALSE,FALSE,NA,NA
"35","Gak jelas banget koneksinya @Telkomsel  terus-terusin aja koneksi seperti ini.
Bikin pelanggan tidak nyaman!!!
Kuota mahal sinyal ngadat!!!",FALSE,0,NA,2019-10-19 14:36:49,FALSE,NA,"1185565471300415489",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NOLEN62",0,FALSE,FALSE,NA,NA
"36","@ArditErwandha @Telkomsel Mahal doang jaringan gajelas, kesian hayabusa gue lagi ulti tiba2 diem di tower lawan :(",FALSE,0,"ArditErwandha",2019-10-19 14:36:41,FALSE,"1185562430748778496","1185565437565657088","51604405","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JagerGold",0,FALSE,FALSE,NA,NA
"37","@ArditErwandha @Telkomsel Hai, maaf ya bikin ga nyaman. Mengenai internet lambat, mohon infokan data berikut untuk… https://t.co/KCqDp7B30H",FALSE,0,"ArditErwandha",2019-10-19 14:36:39,TRUE,"1185562430748778496","1185565428656951297","51604405","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","punyaamuu",0,FALSE,FALSE,NA,NA
"38","telkomsel lemot bgt sinyalnya likr wth is going there",FALSE,0,NA,2019-10-19 14:36:21,FALSE,NA,"1185565354602328064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pepprth",0,FALSE,FALSE,NA,NA
"39","@ArditErwandha @Telkomsel Pubgku sel please atulah, baru ace nih 🥺",FALSE,0,"ArditErwandha",2019-10-19 14:36:10,FALSE,"1185562430748778496","1185565307697418240","51604405","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","danaswaragati",0,FALSE,FALSE,NA,NA
"40","@Telkomsel kenapa yaa lemot bangeeet 😭",FALSE,0,"Telkomsel",2019-10-19 14:36:09,FALSE,NA,"1185565300411920385","255409050","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","heiheihera",0,FALSE,FALSE,NA,NA
"41","RT @ArditErwandha: bang @Telkomsel kalau lagi ada masalah cerita aja bang ke kita-kita, jangan ngambek gini jaringannya, ingat kunci keberh…",FALSE,0,NA,2019-10-19 14:36:02,FALSE,NA,"1185565274256203776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DheaPH",82,TRUE,FALSE,NA,NA
"42","@ArditErwandha @Telkomsel Kirain di daerah gue doang, ternyata yg lain juga, kasian temen temen gue yg lagi turname… https://t.co/7XfhzBbohu",FALSE,0,"ArditErwandha",2019-10-19 14:36:02,TRUE,"1185562430748778496","1185565272461070336","51604405","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Resa_aswad",0,FALSE,FALSE,NA,NA
"43","@ArditErwandha @Telkomsel 50GB coy.. Apa gak nyesek 😭",FALSE,0,"nurindahp__",2019-10-19 14:35:57,FALSE,"1185565137412820992","1185565250189316097","995988590126481408","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nurindahp__",0,FALSE,FALSE,NA,NA
"44","@telkomsel kenapa lagi sih tiap malem lemotny ga karuan ntar tiba tiba ilang sendiri sinyalnya, udah kuota makin mahal masa tiap hari gini.",FALSE,0,"Telkomsel",2019-10-19 14:35:56,FALSE,NA,"1185565248163438592","255409050","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cathxrsist",0,FALSE,FALSE,NA,NA
"45","@newchameleonxx pulsa telkomsel",FALSE,0,"newchameleonxx",2019-10-19 14:35:54,FALSE,"1185534446230835201","1185565238621437952","1154299209975136256","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","seungyours",0,FALSE,FALSE,NA,NA
"46","@Telkomsel Baik terimaksih min",FALSE,0,"Telkomsel",2019-10-19 14:35:46,FALSE,"1185564340486733824","1185565207361245187","255409050","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Restu_jaya_s",0,FALSE,FALSE,NA,NA
"47","RT @ArditErwandha: bang @Telkomsel kalau lagi ada masalah cerita aja bang ke kita-kita, jangan ngambek gini jaringannya, ingat kunci keberh…",FALSE,0,NA,2019-10-19 14:35:45,FALSE,NA,"1185565200688115713",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wksyah",82,TRUE,FALSE,NA,NA
"48","@Telkomsel tetap terbaik ternyata tapi mahal",FALSE,0,"Telkomsel",2019-10-19 14:35:45,FALSE,NA,"1185565200486764544","255409050","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lilik_widianto",0,FALSE,FALSE,NA,NA
"49","@arelnandito24 Hai, Kak Arel. Maaf jadi gak nyaman. Mengenai kendala sinyal tidak stabil yang dialami, mimin cek su… https://t.co/gFgjVUhtwD",FALSE,0,"arelnandito24",2019-10-19 14:35:38,TRUE,"1185559432949665799","1185565173223788545","1330724756","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"50","Jaringan mu elek @Telkomsel https://t.co/LbPJLK6eoz",FALSE,0,NA,2019-10-19 14:35:37,FALSE,NA,"1185565169490882561",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FajarulilA",0,FALSE,FALSE,NA,NA
"51","@batmevn @Telkomsel eh bansat aku jable dari mana nya h? :)",FALSE,0,"batmevn",2019-10-19 14:35:34,FALSE,"1185564726698229760","1185565154294943744","1166445979756716033","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ahnnoela",0,FALSE,FALSE,NA,NA
"52","RT @ArditErwandha: bang @Telkomsel kalau lagi ada masalah cerita aja bang ke kita-kita, jangan ngambek gini jaringannya, ingat kunci keberh…",FALSE,0,NA,2019-10-19 14:35:33,FALSE,NA,"1185565152227147777",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","obybeee",82,TRUE,FALSE,NA,NA
"53","@Telkomsel kok kualitas jaringan di speedtest beda sih sama pas pemakaian biasa? di speedtest download 10.2 Mbps do… https://t.co/lVgiQckIKK",FALSE,0,"Telkomsel",2019-10-19 14:35:32,TRUE,NA,"1185565146703249408","255409050","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","tryflix",0,FALSE,FALSE,NA,NA
"54","RT @ArditErwandha: bang @Telkomsel kalau lagi ada masalah cerita aja bang ke kita-kita, jangan ngambek gini jaringannya, ingat kunci keberh…",FALSE,0,NA,2019-10-19 14:35:31,FALSE,NA,"1185565144367034371",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","adekmanisx",82,TRUE,FALSE,NA,NA
"55","@ArditErwandha @Telkomsel Kok sama bang ? Gw harus ubah pengaturan dr 3G ke 4G berkali2",FALSE,0,"ArditErwandha",2019-10-19 14:35:30,FALSE,"1185562430748778496","1185565137412820992","51604405","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nurindahp__",0,FALSE,FALSE,NA,NA
"56","@Tuyul241 @Telkomsel pindah operator aja pak",FALSE,0,"Tuyul241",2019-10-19 14:35:27,FALSE,"1185558802566791169","1185565124666388480","1004691408484044801","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Sniperblue11",0,FALSE,FALSE,NA,NA
"57","telkomsel becandanya kelewatan.
diatas jam 9
buat ig, youtube, twitter, lancar.
streaming, ngegame, blasssss. https://t.co/1IguqvcwOj",FALSE,0,NA,2019-10-19 14:35:25,FALSE,NA,"1185565119146672129",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","arrsanda",0,FALSE,FALSE,NA,NA
"58","@geryffindor iya udah masa tenggang bgt 😔😔 padahal udah dikasih tau via SMS sama Telkomsel nya cuma dasarnya aku lupa🤣",FALSE,0,"geryffindor",2019-10-19 14:35:13,FALSE,"1185558679157755904","1185565065774190592","1144873947512504321","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","woojihoonism",0,FALSE,FALSE,NA,NA
"59","@arelnandito24 Hai, Kak. Maaf ya jadi ga nyaman. Mimin cek udah ada interaksi di DM, mohon tunggu ya Kak konfirmasi… https://t.co/8Kpg4y8Pev",FALSE,0,"arelnandito24",2019-10-19 14:35:11,TRUE,"1185559247590871042","1185565057989533696","1330724756","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"60","Ahh entah lah telkomsel.. Fak😫 https://t.co/JS2CfbURvj",FALSE,0,NA,2019-10-19 14:35:06,FALSE,NA,"1185565039807221761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","said_qodri",0,FALSE,FALSE,NA,NA
"61","@mardjito berkendala sama,
6. Berada di dalam atau luar ruangan. Makasih :) -Okta
https://t.co/TQOtR8EsXb
 (2/2)",FALSE,0,"mardjito",2019-10-19 14:35:02,FALSE,"1185558903209127937","1185565021922713606","833692542","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"62","@mardjito Hai, Kak Mardjito. Mohon maaf atas ketidaknyamanan yang dialami, terkait kendala koneksi internet. Silaka… https://t.co/hcszwFyiT9",FALSE,0,"mardjito",2019-10-19 14:35:02,TRUE,"1185558903209127937","1185565020144300033","833692542","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"63","@ArditErwandha Hai, Kak Ardit Erwandha. Ada yang bisa dibantu terkait produk dan layanan Telkomsel. Silakan infokan… https://t.co/F6sZxUM3Yp",FALSE,0,"ArditErwandha",2019-10-19 14:34:58,TRUE,"1185562430748778496","1185565003417473024","51604405","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nengsriwah",0,FALSE,FALSE,NA,NA
"64","@arelnandito24 @Telkomsel Nah ini bener, gw juga butuh nih
@Telkomsel kuota doang mahal sinyal ampasss, bahkan dipa… https://t.co/0cwRLzAHwk",FALSE,0,"arelnandito24",2019-10-19 14:34:49,TRUE,"1185559833124069377","1185564968738885632","1330724756","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rnovalino_",0,FALSE,FALSE,NA,NA
"65","@ayakhairiah_ Baik, Kak Aya. Mohon bersedia menunggu interaksi selanjutnya via DM ya. Terima kasih :) -Handi",FALSE,0,"ayakhairiah_",2019-10-19 14:34:49,FALSE,"1185559328268283906","1185564966914387968","874770397","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"66","@Telkomsel Sudah saya DM, tolong ditanggapi",FALSE,0,"Telkomsel",2019-10-19 14:34:48,FALSE,"1185556260231380993","1185564962220994560","255409050","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","phiphiiyoo",0,FALSE,FALSE,NA,NA
"67","RT @showboxpodcast: Berita baik untuk pelanggan @Telkomsel yang suka nonton! Sekarang kita bisa langganan HBO Go di Telkomsel dg harga Rp 6…",FALSE,0,NA,2019-10-19 14:34:47,FALSE,NA,"1185564959498883073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fanyoktavia",288,TRUE,FALSE,NA,NA
"68","@raisa_gunawan1 Malam Kak Raisa. Maaf ya jadi ga nyaman, mimin cek untuk kendala yang Kakak alami sudah ada interak… https://t.co/EakIuEVtdX",FALSE,0,"raisa_gunawan1",2019-10-19 14:34:42,TRUE,"1185558748938420224","1185564936845455361","804988816624730112","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"69","bang @Telkomsel kalau lagi ada masalah cerita aja bang ke kita-kita, jangan ngambek gini jaringannya, ingat kunci k… https://t.co/B4Ss1Qd135",FALSE,0,NA,2019-10-19 14:34:38,TRUE,NA,"1185564920370225154",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fahrudinnm",0,FALSE,FALSE,NA,NA
"70","RT @ArditErwandha: bang @Telkomsel kalau lagi ada masalah cerita aja bang ke kita-kita, jangan ngambek gini jaringannya, ingat kunci keberh…",FALSE,0,NA,2019-10-19 14:34:37,FALSE,NA,"1185564915269914627",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","helentriciaa",82,TRUE,FALSE,NA,NA
"71","@Telkomsel di palangkaraya",FALSE,0,"Telkomsel",2019-10-19 14:34:30,FALSE,"1185564537220501505","1185564886048182274","255409050","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Tuyul241",0,FALSE,FALSE,NA,NA
"72","Telkomsel emang parah si ini jaringannya kaga ada angin kaga ada ujan tetiba ilang ilangan :(",FALSE,0,NA,2019-10-19 14:34:27,FALSE,NA,"1185564873905729536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jenniutami",0,FALSE,FALSE,NA,NA
"73","Ini jaringan telkomsel kenapa yah?",FALSE,1,NA,2019-10-19 14:34:06,FALSE,NA,"1185564786198605825",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","garditmotovlog",0,FALSE,FALSE,NA,NA
"74","RT @ArditErwandha: bang @Telkomsel kalau lagi ada masalah cerita aja bang ke kita-kita, jangan ngambek gini jaringannya, ingat kunci keberh…",FALSE,0,NA,2019-10-19 14:33:56,FALSE,NA,"1185564743492259840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dfedericas",82,TRUE,FALSE,NA,NA
"75","@ahnnoela @Telkomsel Yang baca juga jable",FALSE,0,"ahnnoela",2019-10-19 14:33:52,FALSE,"1185541063970193408","1185564726698229760","1182858701691965440","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","batmevn",0,FALSE,FALSE,NA,NA
"76","Untung Nemu cara ngubah kuota chat jadi kuota flash (telkomsel). 
Jadi kuota chat nya bisa kepake untuk internet ya… https://t.co/lZtTbcyskn",FALSE,0,NA,2019-10-19 14:33:51,TRUE,NA,"1185564724093571072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PoppyAnggini",0,FALSE,FALSE,NA,NA
"77","RT @ArditErwandha: bang @Telkomsel kalau lagi ada masalah cerita aja bang ke kita-kita, jangan ngambek gini jaringannya, ingat kunci keberh…",FALSE,0,NA,2019-10-19 14:33:49,FALSE,NA,"1185564716686430209",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jenniutami",82,TRUE,FALSE,NA,NA
"78","@KiradeAce lain yang berkendala sama di lokasi tersebut (jika ada),
5. Jaringan yang terdapat pada HP (2G/3G/HSDPA/… https://t.co/j6KtYsT0HW",FALSE,0,"KiradeAce",2019-10-19 14:33:41,TRUE,"1185558406964236288","1185564683165556736","109519666","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"79","@KiradeAce Hai, Kak. Maaf ya bikin ga nyaman. Mengenai akses data lambat, bantu mimin infokan data berikut via DM y… https://t.co/9y1EPEjDwG",FALSE,0,"KiradeAce",2019-10-19 14:33:41,TRUE,"1185558406964236288","1185564681655603207","109519666","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
