id;text;sentiment
7,26098E+17;@Telkomsel saya baru dapat sms paketan saya diperpanjang min. makasih sebelumnya :);Positif
7,03084E+17;@Telkomsel thx info nya;Positif
7,03084E+17;@Telkomsel okay problem solved, thanks Telokomsel;Positif
7,03083E+17;@telkomsel ok. Trmaksi mbak vina;Positif
7,03082E+17;@telkomsel iya skali lagi trimakasih.;Positif
7,09032E+17;@IndosatCare : oke kak terima kasih atas bantuannya;Positif
7,09032E+17;@IndosatCare iya kak terima kasih , tolong dibantu sekali lagi kak;Positif
7,19369E+17;@IndosatCare baik terima kasih;Positif
7,09033E+17;Latepost dinner ???? terima kasih Telkomsel Poin ?? #Solaria #Telkomsel #TelkomselPoin @ Mal https://t.co/J4ZTmB9riP;Positif
7,18019E+17;@IndosatCare baik tks;Positif
7,18019E+17;@IndosatCare oke terima kasih kakak;Positif
7,16275E+17;@Telkomsel siapp;Positif
7,16274E+17;@Telkomsel sudah saya DM. Terima kasih sebelumnya. :);Positif
7,23446E+17;@telkomsel oke, terimakasih.;Positif
7,25938E+17;@Telkomsel terima kasih untuk penyesuaian pulsanya. Komplainnya sudah terselesaikan dengan baik;Positif
7,28054E+17;@Telkomsel Okay, terima kasih.;Positif
7,19408E+17;@Telkomsel oke, terima kasih atas infonya;Positif
7,28054E+17;@Telkomsel okaaayyy.;Positif
7,24146E+17;@telkomsel ok tks atas penjelasanya;Positif
7,24146E+17;@IndosatCare sudah mulai dapat balasan sejak siang ini.. thx :);Positif
7,26658E+17;@Telkomsel baik. Terimakasih min :);Positif
7,19886E+17;@Telkomsel ok, thank you infonya mas Azam.;Positif
7,11356E+17;@indosatcare tapi hari ini ada quiz gak min? Btw, makasih udah follback;Positif
7,11433E+17;@IndosatCare ditunggu informasi baiknya secepatnya. Terima kasih.;Positif
7,11433E+17;"@IndosatCare berhasil min, terimakasih bantuannya ;)";Positif
7,26373E+17;@IndosatCare ok min..;Positif
7,16952E+17;Mantep bgt dah ini @IndosatCare @IndosatOoredoo @IsatOoredooJBR langsung di respon cepat ketika kita laporan masalah. Good bgt dah;Positif
7,04261E+17;@Telkomsel oke makasih min;Positif
7,04261E+17;@Telkomsel sampai saat ini simpati loop yg saya gunakan masih lancar, jalan di HSDPA :);Positif
7,0426E+17;"@telkomsel berarti bisa dipake utk telpon &amp; sms ya? oke terimakasih";Positif
7,24795E+17;@indosatcare ok thanks kak ^^;Positif
7,13538E+17;@Telkomsel ok mba lita;Positif
7,18498E+17;@Telkomsel hadeh tp di sms sampe 2x aktif dri jam 12, ok deh thx udh jawab;Positif
7,2802E+17;@IndosatCare oke makasih kak;Positif
7,23876E+17;@Telkomsel oke min, thanks infonya ????;Positif
7,17497E+17;@telkomsel, terima kasih, keluhan kami ditangani dgn sangat baik dan profesional;Positif
7,29259E+17;@IndosatCare oh gitu ya, okemakasih :);Positif
7,21227E+17;@Telkomsel terimakasih atas bantuannya.;Positif
7,05389E+17;@IndosatCare ok di tunggu secepatnya ya. terimakasih..;Positif
7,05388E+17;@IndosatCare iya. Makasih;Positif
7,05388E+17;@Telkomsel ohhh.... okai terima kasih;Positif
7,05388E+17;@Telkomsel Oke deh kalau begitu. Terima kasih banyak ya Mas/Mba;Positif
7,24801E+17;ok trimaksih infonya @IndosatCare;Positif
7,23549E+17;@IndosatCare oke sudah dilengkapi ya. Makasih mohon diproses;Positif
7,24801E+17;@IndosatCare nah ini baru program sedaap...masuk daptaarr bulan depaan ??????;Positif
7,19813E+17;@Telkomsel siip! thanks ka Naila;Positif
7,19814E+17;@IndosatCare oke kak;Positif
7,19814E+17;@Telkomsel oke saya tunggu hasilnya.;Positif
7,19813E+17;@IndosatCare oke akan sy coba;Positif
7,19927E+17;@IndosatCare ohh jadi next promonya ada lagi.Oke min, Makasih ya;Positif
7,20653E+17;@Telkomsel thanks for your response Dhika n Donie. Saya sdh krm data via DM;Positif
7,19929E+17;@Telkomsel Thanks untuk info lebih lanjutnya, semoga dapat lebih memperluas lagi jaringan 4G nya. Karena kota yg saya tinggali belum bisa.;Positif
7,26126E+17;@Telkomsel siaaaaap;Positif
7,20282E+17;ok thanks info nya.Sukses selalu untuk @Telkomsel;Positif
7,18855E+17;@Telkomsel sudah min;Positif
7,24835E+17;Baik admim yang cantik :-D @Telkomsel;Positif
7,06139E+17;@Telkomsel oke terima kasih;Positif
7,0614E+17;@Telkomsel terimakasih sangat dg respon nya, pelayanana nya sangat cepat,;Positif
7,06139E+17;@IndosatCare iya makasih jg fast response jwbnya ^^;Positif
7,06139E+17;@IndosatCare iya siap. Senin nanti ditukar. Kalau minggu kan tutup ya. Terimakasih infonya ^^;Positif
7,20494E+17;@Telkomsel oke, terima kasih atas infonya;Positif
7,05708E+17;@IndosatCare oke, makasih ya informasinya... Sangat membantu ????;Positif
7,05708E+17;@Telkomsel mantabbb,,mksh min infonya,tambah jaya pokoknya;Positif
7,05706E+17;@Telkomsel iya info lebih lanjut saya tunggu thx :);Positif
7,02795E+17;@Telkomsel ok;Positif
7,02797E+17;@Telkomsel ok;Positif
7,24403E+17;selamat pagi sahabat @Telkomsel, Semangat Hari senin, sukses selalu untuk kita semua :);Positif
7,23467E+17;@Telkomsel oke makasih;Positif
7,06161E+17;@Telkomsel kalo mendukung, jadi bisa datang ke GraPARI untuk dapatkan USIM 4G. Makasih infonya.;Positif
7,20983E+17;@IndosatCare sudah gue DM min, dibalas ya, makasih mimin :*;Positif
7,08165E+17;@Telkomsel Sudah normal kembali min, terimakasiih;Positif
7,08166E+17;@Telkomsel terima kasih;Positif
7,27413E+17;@IndosatCare ok deh min, smoga saat sudah sampai sini 4G nya, promo nya masih ada :D;Positif
7,28243E+17;@IndosatCare oke makasih. Oh ya utk bonusnya berlakunya sampai kartu tenggang apa sesuai masa berlaku paketan?;Positif
7,05991E+17;@Telkomsel okee min. https://t.co/0xeNEIF9gL;Positif
7,2023E+17;@IndosatCare terimakasih;Positif
7,156E+17;@IndosatCare selamat mlm.kenapa saya cek kuota tidak bisa.mohon diinfokan kuota saya ada brp...thank u indosat;Netral
7,04874E+17;Min cara pakai Super Wifi gmana ya? @IndosatCare;Netral
7,04874E+17;@indosatcare apakah ada batasan kouta untuk semua aflikasi chatting misal 10mb untuk semua aflikasi atau bisa sepuas nya;Netral
7,04874E+17;@IndosatOoredoo min mau tany klo galery indosat daerah cikarang-bekasi dmn ya? terima kasih..;Netral
7,04875E+17;@Telkomsel saya mau beli kartu telkomsel ada saran kartu As atau simpati;Netral
7,04875E+17;@IndosatCare sudah, monggo di cek.;Netral
7,04876E+17;@Telkomsel Preorder S7 Edge apakah tidak available untuk propinsi lain? https://t.co/D9blYx8uFH;Netral
7,04875E+17;@Telkomsel terima kasih mely... bisa tau lokasinya di manado ? cc. @TelkomselManado;Netral
7,04875E+17;@indosatcare : udah 12 jam nih;Netral
7,04875E+17;@indosatcare kalo msaaktifny msh 20hr;Netral
7,04875E+17;@IndosatCare sudah min;Netral
7,04876E+17;Siang @IndosatCare ... mw tanya... tiap bulan sy mendapat bonus pulsa 100rb ... itu hanya bz dpakai untk nelp sms aja yah;Netral
7,19985E+17;@Telkomsel tolong mbak gimana caranya ngatur kode puk..Pin kartu terblokir;Netral
7,13429E+17;@Telkomsel permisi, mau tanyacara untuk bisa menggunakan paket murah telkomsel di *550 bagaimana ya?;Netral
7,1343E+17;@Telkomsel lalu, area wifi Flashzone nya itu dimana aja ka?;Netral
7,1343E+17;@Telkomsel kemrin sy beli d jogja. Lokasi sy skrng d kebumen. Berrti masih bisa d pakai cukup isi ulang pulsa saja min?;Netral
7,2018E+17;@Telkomsel kapan nih daerah indihiang, tasikmalaya kejangkau 4G.. Tetangga sebelah mh udh nyampe 4G nya ke kampung sya .. hehe ☺;Netral
7,1343E+17;@Telkomsel maksudnya kuota wifi gmn ya masih ga ngerti. Kota yang udah terkoneksi flashzonr seamless itu maksudnya gmn;Netral
7,1343E+17;@IndosatCare mw tanya kalo di cirebon sudah bisa 4g blm?trims;Netral
7,2018E+17;@indosatcare Nama: Paniansyah email: paniansyah27@gmail.com;Netral
7,2018E+17;@Telkomsel mohon dibantu PUK2 untuk nomor 082279010038,.. 18 angka belakang kartu 6210 0879 7201 0038 00.;Netral
7,1343E+17;@IndosatCare *363# atau sms usage ke 363;Netral
7,08416E+17;@IndosatCare kalo paket XL telfon dan sms unlimited ke sesama indosat?;Netral
7,26479E+17;@IndosatCare min gimana sih cara nya streaming spotify pake kuota spotify nya?;Netral
7,26479E+17;@IndosatCare brarti kalo gamau langganan spotify premium nya bisa kan? Jd cm pake spotify yg free aja pake kuota spotify;Netral
7,27742E+17;@telkomsel grapari manado hari ini buka sampe jam brp yak? Thankyou;Netral
7,27742E+17;@IndosatCare halo. Utk nomor 085775646559 mau perpanjang bundling Huaweinya kok tidak bisa ya? Pulsa sudah terisi 25rb. Sebelumnya terlambat;Netral
7,27742E+17;@Telkomsel apa aja syaratnya kak?;Netral
7,2018E+17;Paket TAU masih ada nggak ya @Telkomsel;Netral
7,2018E+17;@IndosatCare kak klo ngirim sms balasan disini motong plsa utama ga ? Mksh ☺ https://t.co/szjikqkLAa;Netral
7,2018E+17;@Telkomsel jadi kalo saya sudah pake paket 50rb 8 gb , apakah saya bisa pake yang 30rb 5 gb ?;Netral
7,27742E+17;@Telkomsel kemarin sdh dijelaskan ke cs Telkomsel via DM bahwa HP yg digunakan tdk ada fitur NFC bawaan, stiker TCash jg dlm kondisi ok!;Netral
7,27742E+17;@Telkomsel free?;Netral
7,27742E+17;@IndosatCare iya min.;Netral
7,27742E+17;@IndosatCare mohon bantuannya cara daftar mentari aura.;Netral
7,27742E+17;@HaloBCA samsung note 3 provider telkomsel simpati.;Netral
7,27743E+17;@indosatcare aku mau beli pkek pulsa,untuk memperpanjang masa aktif ny ..;Netral
7,27743E+17;Min @IndosatCare kalo cara registrasi pulsa darurat caranya kumaha ?;Netral
7,27743E+17;@IndosatCare kartu baru yang di aktifkn mulai tnggl berapa ya?;Netral
7,11883E+17;@TelkomCare bagaimana cara mem perpanjang masa aktif kartu telkomsel,,,,,?;Netral
7,11884E+17;@IndosatCare sudah saya dm yaa;Netral
7,11884E+17;@IndosatCare free 10gb masih berlaku min?;Netral
7,11885E+17;@Telkomsel apakah uang pulsa dapat di jadikan T-Cash ato dapat diuangkan kembali, Terima kasih.;Netral
7,11885E+17;@Telkomsel saya belum melakukan aktivasi. waktu itu coba tanpa pulsa -_-;Netral
7,11885E+17;@indosatcare cek dm sekarang ya.. penting soalnya;Netral
7,10323E+17;@IndosatCare e-mailnya santosour@gmail.com min, kalau nomor alternatif tidak ada.;Netral
7,10324E+17;@Telkomsel benar.;Netral
7,22985E+17;@Telkomsel program bonus 50rb mytelkomsel sdh berakhir blom y??;Netral
7,22985E+17;@Telkomsel alamat grapari di sidoarjo dan surabaya dimana?;Netral
7,22986E+17;@Telkomsel min,call center krtu Halo brp ya???;Netral
7,22986E+17;@Telkomsel promo bonus 50rb mytelkomsel sampai bln april apa mei min?;Netral
7,22986E+17;@Telkomsel byar gak sih klo tlpon call center kartuhalo nya????;Netral
7,22986E+17;@Telkomsel dri luar negeri bsa gak tlpon call center pke krtuhalo?;Netral
7,22986E+17;@Telkomsel tlpon call center itu bisa kpan aja ka???;Netral
7,22986E+17;@telkomsel min penukaran point dngan voucher lazada masih berlaku kah? lewat my telkomsel;Netral
7,22986E+17;@simPATI tolong bantu buka PUK nomer 082114575152 dengan kode nomer di belakang kartu 621003146257515201;Netral
7,22987E+17;@IndosatCare akun @SpotifyID premium dari @IndosatOoredoo kenapa bertahan cuma beberapa hari ya, harusnya 30 hari bukan?;Netral
7,22987E+17;@Telkomsel secepatnya min...;Netral
7,22987E+17;@Telkomsel PopCall apa min?;Netral
7,22987E+17;@Telkomsel Tarif PopCall 1 hari berapa min?;Netral
7,22987E+17;@telkomsel Apa kartu AS bisa daftar TM mingguan?;Netral
7,22987E+17;@IndosatCare klo masih aktiv dan beli kuota baru sisa kuota juga hangus?;Netral
7,22987E+17;@Telkomsel pulsa 50rb dr mytelkomsel bisa buat nelp ke operator lain dr kartu as ga?;Netral
7,22987E+17;@Telkomsel bonus 50rb dr login mytelkomsel bisa buat dipake beli pkt data di kartu as g?;Netral
7,09969E+17;@Telkomsel cara tukat poin bgmana..??;Netral
7,09969E+17;@Telkomsel cara tukar poin bgmana..??;Netral
7,09969E+17;@Telkomsel saya menggunakan simpati lama..;Netral
7,0997E+17;@IndosatCare wahh min kapan lagi ini, udah abis nih kuotanya hahaha :D;Netral
7,0997E+17;@IndosatCare jakarta selatan petukangan utara;Netral
7,0997E+17;@IndosatCare siang min. Mohon infonya dong bedanya paket internet dan paket superinternet apa? Terima kasih;Netral
7,0997E+17;@Telkomsel iya.;Netral
7,0997E+17;@Telkomsel Mau tanya, kalo perpanjangan otomatis paket internet kartu halo dilakukan setiap tgl brp?;Netral
7,0997E+17;@Telkomsel iya itu pakai samsung galaxy a5;Netral
7,09971E+17;Hp saya ilang ,mqu bikin kartu lg dg no yg sama, syaratnya apa ya min? @IndosatCare;Netral
7,09971E+17;@Telkomsel hai kak punya layanan whatsApp?;Netral
7,09971E+17;@IndosatCare pondok indah bisa di ifokan di pondok indah brp lt brp;Netral
7,24096E+17;@Telkomsel min elang nusa....itu apa??;Netral
7,24096E+17;@Telkomsel ada syaratnya tdk kalo mau ganti simcardnya, misalnya harus ada fc id card yg digunakan waktu dulu registrasi ?;Netral
7,24096E+17;@telkomsel terus di kartu baru tersebut isi nya gk sama dengan kartu lama ? Misalnya paket-paket yang aktif di kartu yang rusak bakalan sama;Netral
7,24096E+17;@IndosatCare nmrnya +6285737136483, pket inet bulann,;Netral
7,24096E+17;@IndosatCare Kalo beli pulsa sms nambahin masa aktif jg?;Netral
7,24096E+17;@Telkomsel kalo Rute Barat perjalanan Elang Nusa 25 April 2016 berangkat dan tiba ke mana?;Netral
7,24096E+17;@Telkomsel kalo Rute Timur perjalanan Elang Nusa 25 April 2016 berangkat dan tiba ke mana?;Netral
7,24096E+17;@telkomsel dengan kartu baru yang nomornya sama dengan kartu yang rusak tersebut. Enggak ya ?;Netral
7,24096E+17;@Telkomsel fungsi Stiker pada TCASH TAP?;Netral
7,03124E+17;@telkomsel ini, yang tadi salah 085370449327;Netral
7,03123E+17;@Ineversal_NTB Hai, maksudnya tarif telepon ke sesama Telkomsel kartu AS yan berada di skema kartu As super. -Mely;Netral
7,03124E+17;@Telkomsel cara penggunaan apa yg merayakan? Karena hp saya dual simcard, dan yg lain gak pernah rusak;Netral
7,03125E+17;@wifi_id hello telkomsel, saya mendaftarkan diri saya sbg pengguna wifi.id, tetapi saya lupa password yang saya gunakan untuk login.;Netral
7,25387E+17;Min @Telkomsel Kecamatan Cinere sudah ter-cover 4G belum?;Netral
7,25387E+17;Isi pulsa Rp50.000 nambah masa aktif simpati berapa lama? @Telkomsel;Netral
7,25387E+17;Isi pulsa Rp 5,000 nambah masa aktif simpati berapa lama? @Telkomsel;Netral
7,25387E+17;Isi pulsa Rp100.000 nambah masa aktif simpati berapa lama? @Telkomsel;Netral
7,25387E+17;Isi pulsa Rp150.000 nambah masa aktif simpati berapa lama? @Telkomsel;Netral
7,25387E+17;Isi pulsa Rp 20,000 nambah masa aktif simpati berapa lama? @Telkomsel;Netral
7,14778E+17;@Telkomsel aku kan cek *887# ada keterangan tukar 20 Tsel POIN dengan 20 MB , kalau aku tukar poinku gimana paket flashku? bertambah?;Netral
7,13742E+17;@Telkomsel min cara menjadi pelanggan TCash Full Service gimana ya?;Netral
7,13743E+17;@IndosatCare min paket im3 yg 10GB/bulan ada ngga(?) 😊;Netral
7,13743E+17;@IndosatCare kak kalo nomor m3ku udah hangus 1thnan masih bisa diaktivasi ga yak?;Netral
7,13743E+17;@Telkomsel min, mintul tolong cek DM lg;Netral
7,13744E+17;Update ticket 253604615 apa kabarnya ya? @Telkomsel;Netral
7,15386E+17;@Telkomsel 628123226786, HP Redmi 2;Netral
7,15386E+17;@IndosatCare hallo, kemarin saya memang registrasi paket freedom combo M = 59k kan? itu karena saya isi pulsa lagi di tgl 30/3/16 = 50k;Netral
7,04701E+17;@IndosatCare gk bisa di hapus kok;Netral
7,15386E+17;@IndosatCare min skrng klw dftr freedom combo dpt grts sms n telpn atw gratis spotify premium?;Netral
7,047E+17;@Telkomsel :alamat batanjung kalimantan tengah..;Netral
7,1603E+17;@IndosatCare coba yg 30hr? https://t.co/dda6WhQCFD;Netral
7,16028E+17;@IndosatCare buying lifetime gmn caranya?;Netral
7,16028E+17;Selamat pagi saya mau menanyakan kalau paket internet mentari 3gb dengan masa aktif 3 bulan tidak bisa digunakan im3 ya ? @IndosatCare;Netral
7,15387E+17;@Telkomsel mohon bantu PUK utk nomor 085281083303 dan16 angka blkg kartu 6210198142083303 terima kasih;Netral
7,04701E+17;@Telkomsel min tanya tarif paket data internet buat di luar negri untuk telkomsel. Tepatnya di jepang. Minta infonya ya min. Ok thanks;Netral
7,04702E+17;@Telkomsel sudah via dm;Netral
7,04703E+17;@Telkomsel info detailnya di website gak ada yah?;Netral
7,18988E+17;@Telkomsel bagaimana cara daftar internet tanpa batas?;Netral
7,18989E+17;@Telkomsel mau tanya jika pembelian pulsa telkomsel menggunakan @TCASH_ID apakah tetap kena biaya adm Rp 1.500 ?;Netral
7,18989E+17;@IndosatOoredoo @IndosatCare 085774264346 lokasi Perumahan Taman Adiyasa, Tigaraksa, Kabupaten Tangerang.;Netral
7,18989E+17;@telkomsel 085232285380;Netral
7,18989E+17;@IndosatCare cara cek kuota internet gimana y?;Netral
7,18989E+17;@telkomsel sampai kapan berlaku telkomsel 20rb 3GB? saran saya tetap lahh paketnya begitu;Netral
7,1899E+17;@Telkomsel min mohon bantu PUK utk nomor 085322596536 angka di blkg kartu 6210082252596536 mksh;Netral
7,1899E+17;@Telkomsel iya itu nomernya.. lokasi di Malang..;Netral
7,1899E+17;@IndosatCare Awalnya saya dpt info klo Paket super Internet saya akan habis pd waktu tertera. 2hari sblmnya https://t.co/oViO2kXjvS;Netral
7,12096E+17;pagi @IndosatCare sy mau tanya untuk akses superwifi di daerah sekitar Rancaekek dan Cibiru, Bandung, dmn? dn masih bisa?;Netral
7,12097E+17;@Telkomsel setelah tak liat ke link, itu paket internet semua ya? kalau tarif telp dan sms?;Netral
7,18867E+17;@Telkomsel masih melek kok mas..ngecek ampe pagi jg gpp;Netral
7,12097E+17;@Telkomsel iyah no tersebut;Netral
7,12098E+17;@Telkomsel cara ganti simcard yg lma dgn yg bru yg sdh support 4G bgmn ya?;Netral
7,12097E+17;@IndosatCare cara tukar simcard yg lma dgn yg bru yg sdh 4G bgmn ya ?;Netral
7,12097E+17;@Telkomsel : sdh tolong dicek;Netral
7,18869E+17;@Telkomsel pengisian terakhir tgl 7 april dan nominalnya 5rb, tks;Netral
7,24617E+17;@Telkomsel min, kalo sticker T-cash tap nya hilang bagaimana ? :(;Netral
7,06199E+17;@Telkomsel iya itu min :D;Netral
7,30338E+17;@Telkomsel cek dm;Netral
7,24617E+17;@IndosatCare klo perpanjang masa aktiv paket fredoom bisa gak?;Netral
7,30338E+17;@IndosatCare ini kak ALit gilang jamalul romli, 085723389255, voicesofosiris@gmail.com;Netral
7,06198E+17;@Telkomsel Trumakasih min, pengenya yg paket internet super ngebut min...gmn ya caranya biar di sms penawaranya...atau databg k grapari???;Netral
7,0614E+17;Malem @IndosatCare kalok mau unreg paket telfon caranya gimana? Makasih;Netral
7,0614E+17;@Telkomsel di jalan mandor tadjir kecamatan bojongsari sawangan, depok apa sudah terjaring 4G?;Netral
7,06141E+17;@Telkomsel *500*262#;Netral
7,06141E+17;mas mas @Telkomsel;Netral
7,06141E+17;@IndosatCare utk beli masa aktif gmn caranya?;Netral
7,06142E+17;@Telkomsel sudah di dm;Netral
7,06142E+17;@Telkomsel cek dm tq;Netral
7,08522E+17;@Telkomsel Cara Keluar Dari TSC?;Netral
7,08522E+17;@Telkomsel paket diskon 10% min gmn carany ya;Netral
7,08522E+17;@IndosatCare kak utk call blacklist nomer yg diblokir kok masih bisa tlfon ya *123*600*1#;Netral
7,08521E+17;@IndosatCare kartu prabayar min;Netral
7,08521E+17;@IndosatCare cfxi;Netral
7,08521E+17;@IndosatOoredoo @IndosatCare ini nomor indosat oredo saya 081553510668. Dan juga di area surabaya;Netral
7,08521E+17;@IndosatCare sama donk;Netral
7,08521E+17;@IndosatCare di cek kembali ya ka;Netral
7,08521E+17;@Telkomsel 082126632926 indra supriatna bandung 23 okt 1977 ibu kandung e.tarliah;Netral
7,08521E+17;Saya masih nyimpen casing launching IM3 pertama nih... Bagus sih 😍 Dan mungkin nggak ada lagi 😃 @IndosatCare https://t.co/GbvXqo7I95;Netral
7,08522E+17;@IndosatCare ini nomornya min... 085755960378;Netral
7,08522E+17;@IndosatCare eeh salah *123*600*6# nomer yg diblokir masih bisa telfon;Netral
7,08522E+17;@Telkomsel kalau utk nmr AS, apakah jg bs migrasi ke kartu halo?;Netral
7,08522E+17;@IndosatCare nama.sangkot putra 085607878971;Netral
7,08522E+17;@Telkomsel DM 621005266263292601;Netral
7,23779E+17;@telkomsel aduuuuuh kemana nih sih mining gak di deplu juga sweet saya.... heeemmmmm;Netral
7,23779E+17;@IndosatCare bogor padjajaran;Netral
7,23779E+17;Hai @Telkomsel, Lokasi Grapari di daerah Jaksel dan Tangsel ada di mana saja ya yang hari ini buka? Trims;Netral
7,08522E+17;@IndosatCare tp pasti bisa kah?;Netral
7,08522E+17;Min @IndosatCare @IndosatOoredoo kalo mau daftar poin senyum pake pulsa brp??;Netral
7,08522E+17;@IndosatCare Edge 0 bar,H 0 bar ... Syl H 0bar tp symbol h masih ada. Lokasi desa ngampon ,kec jepon kb blora 03/01;Netral
7,08523E+17;@IndosatCare @tyarahyun e-cieciecie;Netral
7,07899E+17;@IndosatCare upgrade ke USIM 4G caranya gmn? Hp udah support nih;Netral
7,2378E+17;@Telkomsel mama mengajarkan banyak hal yg aku ga dapatkan disekolah dan dunia kerja #perempuanpahlawanku?;Netral
7,09343E+17;@IndosatCare min masa aktif paket itu bisa di perpanjang ngak?;Netral
7,09344E+17;@indosatcare min mau tanya bedanya dompetku sama dompetku+ apa ya??;Netral
7,09344E+17;@IndosatCare ini bukan sih? Coba refresh dm mas nya hmmm https://t.co/OLraMvPBck;Netral
7,09344E+17;@Telkomsel ini nomor ane min 081282776156 tolong fi cek ya min;Netral
7,09344E+17;@Telkomsel mau tanya apakan masih ada progam CUG telkomsel nya min;Netral
7,09344E+17;@IndosatCare mohon info kenapa saya gak bisa transfer pulsa sesama insoaat.nomerku 085646125313;Netral
7,09344E+17;@IndosatCare maksudnya sesama indosat;Netral
7,02858E+17;@Telkomsel https://t.co/uR4Uz4AFe9;Netral
7,02859E+17;@Telkomsel kalau hp xiaomi redmi note 3 bisa 4G di tsel bandung ?;Netral
7,02859E+17;Untuk kartu nya Simpati(0823),lokasi nya djakarta pusat untuk tipe Hp nya Asus zenfone C.@Telkomsel;Netral
7,02859E+17;@Telkomsel jd itu memang benar ada,bkn penipuan?bisa tlp/sms 24jam gratis?;Netral
7,0286E+17;@IndosatCare wkwkwk https://t.co/0M8CyJz3wq;Netral
7,0286E+17;@Telkomsel kalo aktivasi kembali kuota yg lama hangus donk;Netral
